"comm","param","Omega_pool","omega_pool","comp_strength_pool"
417,"1",1.3047618051126e-06,0.507898069090567,-0.00536830866952221
418,"1",1.30128113917394e-07,0.452604176058928,0.063573898357577
419,"1",1.07534115885668e-07,0.448308851182821,0.0399052707905305
420,"1",9.19143208266246e-07,0.499078842450045,-0.0151279519627247
421,"1",1.64965980983307e-06,0.51388947113224,-0.0444477898913622
422,"1",4.48274095448662e-07,0.481478814067901,0.0201835319406766
423,"1",3.16927175010599e-07,0.473203528104073,0.0220775341652453
424,"1",4.53252383313095e-07,0.481744765927963,-0.00421176783161817
425,"1",6.58352766595487e-07,0.49082077092549,-0.0325830337543204
426,"1",2.052478266444e-07,0.463035115724467,0.0299082873580827
427,"1",6.0118810167749e-07,0.488596688108215,-9.84911097420959e-05
428,"1",9.96815229527399e-07,0.501107304330309,-0.0297410010328961
429,"1",1.64451296894168e-06,0.513809186852613,-0.0388600681092488
430,"1",4.19035344598621e-07,0.479857771532118,0.0117444614831999
431,"1",9.11172022400033e-07,0.498861535117769,-0.0211902807991377
432,"1",4.46941810395512e-07,0.481407164338865,0.0203623960659195
433,"1",1.8097236983679e-07,0.460130067740909,0.0685022523258724
434,"1",4.0528297117421e-07,0.479057802306559,0.000965804099894243
435,"1",2.01486980035985e-07,0.462607159041184,0.0512396278738124
436,"1",9.12284936332266e-07,0.498891983161076,-0.0191490961234363
437,"1",6.51072123914509e-07,0.490547938615205,-0.000265682633381094
438,"1",1.00870563860408e-05,0.56258509570235,-0.138611410275077
439,"1",1.17583029862608e-06,0.505262692827068,-0.0660615123750184
440,"1",3.9178152347194e-07,0.478246937359628,0.0118172749582806
441,"1",1.35955964424023e-07,0.453596728120838,0.0660352873436567
442,"1",1.37916206524704e-06,0.509308313359527,-0.0205700507053867
443,"1",1.38322242034638e-06,0.509383180782868,-0.0525684621405592
444,"1",4.39802237144977e-07,0.481019709509183,-0.00429601643087019
445,"1",2.44046836690563e-06,0.524051126810612,-0.0609198255854517
446,"1",4.18235288505129e-07,0.47981192077683,0.0040529802841898
447,"1",1.07224749103951e-07,0.448244275514004,0.0808855095464287
448,"1",1.07825733054335e-06,0.503078921226046,-0.0435785304191158
449,"1",1.60273156348595e-07,0.457344056487368,0.0378804805504711
450,"1",1.0436353646721e-06,0.50225866661636,-0.0460556837701307
451,"1",1.27645501232774e-07,0.452168470231036,0.0899750817223671
452,"1",3.86652521015868e-07,0.477931925794653,0.00646644799161301
453,"1",2.34625358922813e-07,0.466142549875896,0.0489560525465661
454,"1",7.4642016174137e-07,0.493911534006346,-0.017021812864488
455,"1",1.61367026054062e-07,0.457499622192253,0.0526728177896375
456,"1",2.50288309627997e-07,0.467651173264956,0.0637300654256016
457,"1",7.44956123992403e-07,0.493863050610285,-0.0106582096223556
458,"1",5.06942242536551e-07,0.484448844179534,-5.7620725336279e-05
459,"1",1.21755420752628e-06,0.506144375677322,-0.0367663803856164
460,"1",5.83092311400844e-07,0.487850625034512,0.000138647319514296
461,"1",4.39479416207437e-07,0.48100204959447,0.0246556543794509
462,"1",1.15661181786867e-06,0.504846536668385,-0.0312462122277683
463,"1",2.25411371950624e-07,0.465209731677551,0.056292648579517
464,"1",3.4107620046833e-07,0.474944180712583,0.0443804398328354
465,"1",6.95635876294659e-08,0.438650974580632,0.09680687175704
466,"1",1.27168248989362e-07,0.452083789376393,0.0750197510814486
467,"1",6.0395497793493e-07,0.488708877621275,-0.0186735620113432
468,"1",1.71803328298841e-07,0.458935421497967,0.0504891219896508
469,"1",7.37226945583546e-07,0.493605579371343,-0.0328434945662859
470,"1",5.55445186177901e-07,0.486667181352822,-0.000519152624195821
471,"1",2.40159793769744e-06,0.523630596521103,-0.09064346510987
472,"1",4.86363263290214e-07,0.483446074501763,0.0216915099993276
473,"1",3.28781568921446e-06,0.531918840411024,-0.100093616829956
474,"1",3.97089288813747e-07,0.478568829736305,0.0251004331400011
475,"1",9.03502284884562e-08,0.444422934594772,0.120073498307119
476,"1",4.0658764897416e-07,0.47913479324883,0.00399612776505864
477,"1",3.42620107718318e-07,0.475051443805966,-0.0340068059176722
478,"1",2.41012952698888e-07,0.46676901512758,0.0314913625086296
479,"1",5.80329177790806e-07,0.487734773733601,-0.0347721508686448
480,"1",5.26365299175947e-06,0.544583354220931,-0.10230231125771
481,"1",5.88103468172454e-07,0.488059406009248,0.0212891797085582
482,"1",3.31391156734097e-07,0.474260599284925,0.0258259080859982
483,"1",3.79932670300592e-07,0.477513145705399,0.0112628687847926
484,"1",4.32338886035185e-07,0.480608242739906,-0.000364380581496214
485,"1",1.41766432290593e-07,0.454546868881218,0.0794545627521535
486,"1",1.4730831842169e-07,0.455419228865574,0.0542791557270432
487,"1",1.59547086155561e-07,0.457240239804385,0.0644127245147247
488,"1",2.32512311393551e-07,0.465931741499369,0.03307866625775
489,"1",8.87185997040078e-08,0.444018161162474,0.0828395565014416
490,"1",1.66012081997703e-07,0.458149255124267,0.0235028145604214
491,"1",2.01307615002663e-07,0.462586559532757,0.0135048055992233
492,"1",7.65808781420834e-07,0.494545229716025,-0.0143913204708998
493,"1",1.66347833181262e-06,0.5141038514249,-0.0467070683003965
494,"1",2.76053116511163e-07,0.469947812850701,0.0202326283352916
495,"1",6.18366264301274e-07,0.489285436676368,0.00284166549996644
496,"1",3.04523461262431e-06,0.529884282826242,-0.0776535904717585
497,"1",4.75669809495632e-07,0.482908977703962,-0.00502793758784654
498,"1",5.49300490163809e-07,0.486396565112432,-0.0080080469360263
499,"1",1.77121146674286e-07,0.459635454133323,0.0657132704350622
500,"1",2.34399978211968e-07,0.466120150867816,0.0552557258005821
