"stage","plot","year","n_sp_real","n_sp_pot","Omega_pool","omega_pool","Omega_real","omega_real","Omega_percentile","omega_percentile","Omega_mean","omega_mean","comp_strength_real","comp_strength_mean"
"middle","5","2017",17,150,2.0871626082607e-42,0.527388159628767,0.00149882419618382,0.682130844697411,0.753,0.753,0.00125201308055609,0.649025862021098,0.03223321062171,0.0379449002688991
"initial","2","2007",25,158,1.75227000296885e-40,0.560244009781354,1.53713852024637e-05,0.641901691688936,0.963,0.963,5.08450406993143e-06,0.607276974645748,0.0280275613275613,0.0325697541395588
"initial","2","2008",44,174,2.02502260262397e-45,0.553529028803311,8.98935584935674e-09,0.656341998087685,1,1,2.10831073883095e-10,0.590333889714917,0.0157994514674343,0.019146624145313
"initial","2","2009",27,177,2.13794778911758e-48,0.537870777463518,6.25298597128134e-06,0.641597256636088,0.843,0.843,3.74528751437371e-06,0.614624690207149,0.0267158648568905,0.0283097087692232
"initial","2","2010",34,166,3.88752815447765e-43,0.55528520935659,1.08304999432595e-06,0.667649434398091,1,1,5.03502525229382e-08,0.602649720760617,0.0186302803949863,0.0242407695098063
"initial","2","2011",16,155,2.80336373173945e-40,0.555678685216244,0.00143517969263735,0.664211885316573,0.894,0.894,0.000771724183937748,0.630365959317147,0.0392857142857143,0.0461887876523645
"initial","2","2012",18,159,1.33803388574984e-41,0.553265711070037,0.00138928120425417,0.693850842571042,0.972,0.972,0.000360119433523398,0.63218080160751,0.0294221392260608,0.0410166262020648
"initial","2","2013",18,153,2.72421787186105e-39,0.55968382659605,0.000169593725853912,0.617337651763758,0.436,0.436,0.000245636695250975,0.62318570439291,0.0422951231774761,0.0427015331573252
"initial","2","2014",24,164,8.00182063419171e-43,0.553747944194973,6.6332199132771e-06,0.608469083502847,0.381,0.381,1.38012968513876e-05,0.617478004839675,0.0286490683229814,0.0323402633778361
"initial","2","2016",14,118,3.29612066178861e-29,0.573623777220567,0.000805065776297871,0.601157063882921,0.188,0.188,0.00142154160824449,0.621222654283628,0.0653705562172381,0.0571062412157292
"initial","2","2017",27,171,4.1765073301327e-46,0.542781002577631,2.15890655393607e-06,0.61681767368217,0.559,0.559,3.12745597588475e-06,0.613994821657963,0.0269779063529064,0.028703240955527
"middle","6","2007",17,121,1.60727763504954e-29,0.578141052974973,0.000785269129590721,0.656680364950156,0.955,0.955,0.000343116851121625,0.620265844042032,0.0420751633986928,0.0487790407421988
"middle","6","2008",30,147,1.3443453246609e-38,0.552549031533217,8.27769375159992e-06,0.677012953871626,0.997,0.997,1.09061536080995e-06,0.618492081168658,0.0192752234993614,0.026531970962711
"middle","6","2009",19,142,4.04147612025085e-35,0.572522468773398,0.000487261071660513,0.669378361706179,0.926,0.926,0.000216708414467083,0.631150734323836,0.0335317014045084,0.0403642293195447
"middle","6","2010",15,114,1.73312592453233e-27,0.582442283362871,0.00184325674927155,0.65721235954205,0.98,0.98,0.00080657548842504,0.618356696471301,0.0471957671957672,0.056815936827315
"middle","6","2011",19,136,2.3865076546111e-35,0.556448180536913,0.000140105213424358,0.626876233688061,0.52,0.52,0.000171923092607621,0.623667300462835,0.0375278027690308,0.0416756316749858
"middle","6","2012",10,138,1.00215305083705e-34,0.567061231744618,0.0142050455882417,0.653498000607195,0.458,0.458,0.0203347198951857,0.664552277563917,0.0762240537240537,0.0676571237287039
"middle","6","2013",7,109,6.09402867960787e-26,0.587041560084055,0.0700342195261859,0.683981456377202,0.904,0.904,0.0476102843229957,0.641991543048146,0.0912698412698413,0.110344824223396
"middle","6","2014",16,132,5.55926970782333e-34,0.559845660512364,0.000620480121099016,0.630297365693011,0.492,0.492,0.000841964684910613,0.631813674351528,0.0543866459627329,0.0483930158028631
"middle","6","2016",16,125,1.42076032144718e-31,0.566526418085389,0.000574518814240763,0.627272886710061,0.515,0.515,0.000684326958919717,0.62758646096013,0.0519421550671551,0.0503025130911373
"middle","6","2017",30,135,1.56645924643968e-35,0.552312135762832,4.06059582088933e-07,0.612284114710141,0.631,0.631,5.19238792651897e-07,0.604766212706035,0.0292524509438026,0.0281698375982313
